"year","name","team","sport","event"
2012,"Ivo dos Santos","Australia","Judo","Judo Men's Half-Lightweight"
2012,"Marlson Gomes dos Santos","Brazil","Athletics","Athletics Men's Marathon"
2012,"Josef Dostl","Czech Republic","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres"
2012,"Luca Dotto","Italy","Swimming","Swimming Men's 50 metres Freestyle"
2012,"Luca Dotto","Italy","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Luca Dotto","Italy","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Luca Dotto","Italy","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Natasa Douchev-Janics","Hungary","Canoeing","Canoeing Women's Kayak Singles, 200 metres"
2012,"Natasa Douchev-Janics","Hungary","Canoeing","Canoeing Women's Kayak Doubles, 500 metres"
2012,"Ladji Doucour","France","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Gabrielle Christina Victoria ""Gabby"" Douglas","United States","Gymnastics","Gymnastics Women's Individual All-Around"
2012,"Gabrielle Christina Victoria ""Gabby"" Douglas","United States","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Gabrielle Christina Victoria ""Gabby"" Douglas","United States","Gymnastics","Gymnastics Women's Floor Exercise"
2012,"Gabrielle Christina Victoria ""Gabby"" Douglas","United States","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Gabrielle Christina Victoria ""Gabby"" Douglas","United States","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Gregory ""Greg"" Douglas","Canada","Sailing","Sailing Men's One Person Heavyweight Dinghy"
2012,"Athina Douka","Greece","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Konstantinos Alexandros ""Kostas"" Douvalidis-Ricks","Greece","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Olga Vyacheslavovna Dovgun (Belyayeva-)","Kazakhstan","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Olga Vyacheslavovna Dovgun (Belyayeva-)","Kazakhstan","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Ivan Viktorovych Dovhodko","Ukraine","Rowing","Rowing Men's Quadruple Sculls"
2012,"Nataliya Viktorivna Dovhodko","Ukraine","Rowing","Rowing Women's Quadruple Sculls"
2012,"Sled Dowabobo","Nauru","Judo","Judo Men's Lightweight"
2012,"Anna Dowgiert","Poland","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Marcin Doga","Poland","Weightlifting","Weightlifting Men's Heavyweight"
2012," Th Ngn Thng","Vietnam","Gymnastics","Gymnastics Women's Uneven Bars"
2012," Th Ngn Thng","Vietnam","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Ana oki","Montenegro","Handball","Handball Women's Handball"
2012,"Novak okovi","Serbia","Tennis","Tennis Men's Singles"
2012,"Novak okovi","Serbia-2","Tennis","Tennis Men's Doubles"
2012,"Anna Ivanovna Drabenya","Belarus","Athletics","Athletics Women's 20 kilometres Walk"
2012,"Marie-Louise Drger","Germany","Rowing","Rowing Women's Single Sculls"
2012,"Stanislav Eduardovich Dragun","Belarus","Football","Football Men's Football"
2012,"Eduard Mihai Drguin","Romania","Water Polo","Water Polo Men's Water Polo"
2012,"Felix Drahotta","Germany","Rowing","Rowing Men's Coxless Pairs"
2012,"Theodora Drakou","Greece","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Theodora Drakou","Greece","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Rok Draki","Slovenia","Judo","Judo Men's Half-Lightweight"
2012,"Rahamatou Dram","Mali","Athletics","Athletics Women's 100 metres Hurdles"
2012,"Warwick Draper","Australia","Canoeing","Canoeing Men's Kayak Singles, Slalom"
2012,"Jessica Margaret Aida ""Jess"" Draskau-Petersson","Denmark","Athletics","Athletics Women's Marathon"
2012,"Boko Drakovi","Montenegro","Boxing","Boxing Men's Light-Heavyweight"
2012,"Dragan Drakovi","Montenegro","Water Polo","Water Polo Men's Water Polo"
2012,"Darius Draudvila","Lithuania","Athletics","Athletics Men's Decathlon"
2012,"Rita Drvucz","Hungary","Water Polo","Water Polo Women's Water Polo"
2012,"Rasa Drazdauskait","Lithuania","Athletics","Athletics Women's Marathon"
2012,"Serhiy Volodymyrovych Drebot","Ukraine","Judo","Judo Men's Half-Lightweight"
2012,"Dion Christian Dreesens","Netherlands","Swimming","Swimming Men's 200 metres Freestyle"
2012,"Aleksandar Drenovak","Serbia","Boxing","Boxing Men's Middleweight"
2012,"Ingrid Drexel Clouthier","Mexico","Cycling","Cycling Women's Road Race, Individual"
2012,"Hilde Drexler","Austria","Judo","Judo Women's Half-Middleweight"
2012,"Nicolaas ""Nick"" Driebergen","Netherlands","Swimming","Swimming Men's 100 metres Backstroke"
2012,"Nicolaas ""Nick"" Driebergen","Netherlands","Swimming","Swimming Men's 200 metres Backstroke"
2012,"Nicolaas ""Nick"" Driebergen","Netherlands","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Annika Elise Madsen Dries","United States","Water Polo","Water Polo Women's Water Polo"
2012,"Paul Andrew Drinkhall","Great Britain","Table Tennis","Table Tennis Men's Singles"
2012,"Paul Andrew Drinkhall","Great Britain","Table Tennis","Table Tennis Men's Team"
2012,"Hamza Al-Driouch","Qatar","Athletics","Athletics Men's 1,500 metres"
2012,"Katherine Joan ""Kat"" Driscoll","Great Britain","Trampolining","Trampolining Women's Individual"
2012,"Josip Drmi","Switzerland","Football","Football Men's Football"
2012,"Derek Drouin","Canada","Athletics","Athletics Men's High Jump"
2012,"Tatyana Yevgenyevna Drozdovskaya","Belarus","Sailing","Sailing Women's One Person Dinghy"
2012,"Timothy Drummond","South Africa","Hockey","Hockey Men's Hockey"
2012,"Nadja Drygalla","Germany","Rowing","Rowing Women's Coxed Eights"
2012,"Oleksandr Volodymyrovych Dryhol","Ukraine","Athletics","Athletics Men's Hammer Throw"
2012,"Ioannis Drymonakos","Greece","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Ioannis Drymonakos","Greece","Swimming","Swimming Men's 400 metres Individual Medley"
2012,"Aleksey Nikolayevich Dryomin","Russia","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Alexander Mah Owens Drysdale","New Zealand","Rowing","Rowing Men's Single Sculls"
2012,"Du Li","China","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Du Yu","China","Shooting","Shooting Men's Trap"
2012,"Fabio Andrs Duarte Arevalo","Colombia","Cycling","Cycling Men's Road Race, Individual"
2012,"Fabio Andrs Duarte Arevalo","Colombia","Cycling","Cycling Men's Individual Time Trial"
2012,"Danielle Dube","Canada","Sailing","Sailing Women's One Person Dinghy"
2012,"Stphanie Dubois","Canada","Tennis","Tennis Women's Doubles"
2012,"Olga Aleksandrovna Dubovskaya","Belarus","Athletics","Athletics Women's Marathon"
2012,"Natalia Duc Soler","Chile","Athletics","Athletics Women's Shot Put"
2012,"Mauro Vinicius Hilario Loureno ""Duda"" da Silva","Brazil","Athletics","Athletics Men's Long Jump"
2012,"Mihail Duda","Serbia","Athletics","Athletics Men's Decathlon"
2012,"Mikls Duds","Hungary","Canoeing","Canoeing Men's Kayak Singles, 200 metres"
2012,"Kseniya Pavlovna Dudkina","Russia","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Christopher Judemesa Duenas","Guam","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Crispin Nataniel Duenas","Canada","Archery","Archery Men's Individual"
2012,"Nils Duerinck","Belgium","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Flora Jane Duffy","Bermuda","Triathlon","Triathlon Women's Olympic Distance"
2012,"Albta Dufkov","Czech Republic","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Youna Dufournet","France","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Youna Dufournet","France","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Youna Dufournet","France","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Jonathan Dufrasne","Belgium","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Dominic Dugasse","Seychelles","Judo","Judo Men's Half-Heavyweight"
2012,"Timothy ""Timmy"" Duggan","United States","Cycling","Cycling Men's Road Race, Individual"
2012,"Damir Dugonji","Slovenia","Swimming","Swimming Men's 100 metres Breaststroke"
2012,"Martine Dugrenier","Canada","Wrestling","Wrestling Women's Middleweight, Freestyle"
2012,"Charlotte Susan Jane Dujardin","Great Britain","Equestrianism","Equestrianism Mixed Dressage, Individual"
2012,"Charlotte Susan Jane Dujardin","Great Britain","Equestrianism","Equestrianism Mixed Dressage, Team"
2012,"Jana Duktov","Slovakia","Canoeing","Canoeing Women's Kayak Singles, Slalom"
2012,"Milivoj Duki","Montenegro","Sailing","Sailing Men's One Person Dinghy"
2012,"Lishan Dula Gemgchu","Bahrain","Athletics","Athletics Women's Marathon"
2012,"Gisela Alejandra Dulko (-Gago)","Argentina","Tennis","Tennis Mixed Doubles"
2012,"Gisela Alejandra Dulko (-Gago)","Argentina","Tennis","Tennis Women's Doubles"
2012,"Troy Matthew Bek Dumais","United States","Diving","Diving Men's Springboard"
2012,"Troy Matthew Bek Dumais","United States","Diving","Diving Men's Synchronized Springboard"
2012,"Cline Dumerc","France","Basketball","Basketball Women's Basketball"
2012,"Emiliano Dumestre Guaraglia","Uruguay","Rowing","Rowing Men's Lightweight Double Sculls"
2012,"Rare Dumitrescu","Romania","Fencing","Fencing Men's Sabre, Individual"
2012,"Rare Dumitrescu","Romania","Fencing","Fencing Men's Sabre, Team"
2012,"Liviu-Alexandru Dumitrescu-Lazar","Romania","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres"
2012,"Alina Alexandra Dumitru (-Croitoru)","Romania","Judo","Judo Women's Extra-Lightweight"
2012,"Franck Dumoulin","France","Shooting","Shooting Men's Air Pistol, 10 metres"
2012,"Franck Dumoulin","France","Shooting","Shooting Men's Free Pistol, 50 metres"
2012,"David Harvey","Kenya","Swimming","Swimming Men's 50 metres Freestyle"
2012,"David Harvey","Kenya","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Jason Edward Dunford","Kenya","Swimming","Swimming Men's 100 metres Butterfly"
2012,"Joshua Dunkley-Smith","Australia","Rowing","Rowing Men's Coxless Fours"
2012,"Dylan Dunlop-Barrett","New Zealand","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Maria McQueen Dunn","Guam","Wrestling","Wrestling Women's Middleweight, Freestyle"
2012,"Christian Dnnes","Germany","Volleyball","Volleyball Men's Volleyball"
2012,"Dng Th Vit Anh","Vietnam","Athletics","Athletics Women's High Jump"
2012,"Imke Duplitzer","Germany","Fencing","Fencing Women's epee, Individual"
2012,"Imke Duplitzer","Germany","Fencing","Fencing Women's epee, Team"
2012,"Mariana Duque Mario","Colombia","Tennis","Tennis Women's Singles"
2012,"Kevin Wayne Durant","United States","Basketball","Basketball Men's Basketball"
2012,"Niclas Felix Dring","Sweden","Sailing","Sailing Men's Skiff"
2012,"Stphanie Durocher","Canada","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Nadiya Dusanova","Uzbekistan","Athletics","Athletics Women's High Jump"
2012,"Yogeshwar Dutt","India","Wrestling","Wrestling Men's Lightweight, Freestyle"
2012,"Phillip Peter Dutton","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Phillip Peter Dutton","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Domagoj Duvnjak","Croatia","Handball","Handball Men's Handball"
2012,"Vesna uki","Slovenia","Judo","Judo Women's Lightweight"
2012,"Kristijan urasek","Croatia","Cycling","Cycling Men's Road Race, Individual"
2012,"Bojan urkovi","Croatia","Shooting","Shooting Men's Air Rifle, 10 metres"
2012,"Bojan urkovi","Croatia","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Bojan urkovi","Croatia","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres"
2012,"Filip Dvok","Czech Republic","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres"
2012,"Galyna Volodymyrivna ""Galia"" Dvorak Khasanova","Spain","Table Tennis","Table Tennis Women's Team"
2012,"iva Dvorak","Slovenia","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"iva Dvorak","Slovenia","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Conor James Dwyer","United States","Swimming","Swimming Men's 400 metres Freestyle"
2012,"Conor James Dwyer","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Jamie Raymond Dwyer","Australia","Hockey","Hockey Men's Hockey"
2012,"Aleksandr Igorevich Dyachenko","Russia","Canoeing","Canoeing Men's Kayak Doubles, 200 metres"
2012,"Aleksey Dyadchuk","Kazakhstan","Canoeing","Canoeing Men's Canadian Singles, 200 metres"
2012,"Aleksey Dyadchuk","Kazakhstan","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres"
2012,"Vladimir Fyodorovich Dyatchin","Russia","Swimming","Swimming Men's 10 kilometres Open Water"
2012,"Artyom Andreyevich Dyatlov","Uzbekistan","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Ivan Fyodorovich Dychko","Kazakhstan","Boxing","Boxing Men's Super-Heavyweight"
2012,"Emmanuel Dyen","France","Sailing","Sailing Men's Skiff"
2012,"Agnieszka Dygacz","Poland","Athletics","Athletics Women's 20 kilometres Walk"
2012,"Maksim Sergeyevich Dyldin","Russia","Athletics","Athletics Men's 400 metres"
2012,"Maksim Sergeyevich Dyldin","Russia","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Yelena Nikolayevna Dylko","Belarus","Cycling","Cycling Women's Team Pursuit"
2012,"Valeriy Volodymyrovych Dymo","Ukraine","Swimming","Swimming Men's 100 metres Breaststroke"
2012,"Hanna Leonidivna Dzerkal","Ukraine","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Hanna Leonidivna Dzerkal","Ukraine","Swimming","Swimming Women's 200 metres Breaststroke"
2012,"Hanna Leonidivna Dzerkal","Ukraine","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Hanna Leonidivna Dzerkal","Ukraine","Swimming","Swimming Women's 400 metres Individual Medley"
2012,"Navruz Dzhurakobilov","Uzbekistan","Judo","Judo Men's Lightweight"
2012,"Casey Eastham-Sablowski","Australia","Hockey","Hockey Women's Hockey"
2012,"Ashton James Eaton","United States","Athletics","Athletics Men's Decathlon"
2012,"Yukiko Ebata","Japan","Volleyball","Volleyball Women's Volleyball"
2012,"Eskild Balschmidt Ebbesen","Denmark","Rowing","Rowing Men's Lightweight Coxless Fours"
2012,"Jan Ebeling","United States","Equestrianism","Equestrianism Mixed Dressage, Individual"
2012,"Jan Ebeling","United States","Equestrianism","Equestrianism Mixed Dressage, Team"
2012,"Elisabeth Eberl","Austria","Athletics","Athletics Women's Javelin Throw"
2012,"Yuki Ebihara","Japan","Athletics","Athletics Women's Javelin Throw"
2012,"Masashi Ebinuma","Japan","Judo","Judo Men's Half-Lightweight"
2012,"Tmara Echegoyen Domnguez","Spain","Sailing","Sailing Women's Three Person Keelboat"
2012,"Karla Miguelina Echenique Medina","Dominican Republic","Volleyball","Volleyball Women's Volleyball"
2012,"Maik Eckhardt","Germany","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Maik Eckhardt","Germany","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres"
2012,"Jessica Jane ""Jess"" Eddie","Great Britain","Rowing","Rowing Women's Coxed Eights"
2012,"Nufar Edelman","Israel","Sailing","Sailing Women's One Person Dinghy"
2012,"Offiong Edem","Nigeria","Table Tennis","Table Tennis Women's Singles"
2012,"Sebastien James Edgar","Great Britain","Handball","Handball Men's Handball"
2012,"Thomas Edgar","Australia","Volleyball","Volleyball Men's Volleyball"
2012,"Madelaine Nathalie Edlund","Sweden","Football","Football Women's Football"
2012,"Abigail Susan E. Edmonds","Great Britain","Canoeing","Canoeing Women's Kayak Doubles, 500 metres"
2012,"Annette Edmondson","Australia","Cycling","Cycling Women's Team Pursuit"
2012,"Annette Edmondson","Australia","Cycling","Cycling Women's Omnium"
2012,"Alonso Reno Edward Henry","Panama","Athletics","Athletics Men's 200 metres"
2012,"Julia Edward","New Zealand","Rowing","Rowing Women's Lightweight Double Sculls"
2012,"Anthony John Edwards","Australia","Rowing","Rowing Men's Lightweight Coxless Fours"
2012,"Darvin Edwards","Saint Lucia","Athletics","Athletics Men's High Jump"
2012,"Kelly Marie Edwards","Great Britain","Judo","Judo Women's Extra-Lightweight"
2012,"Kenneth Edwards","Jamaica","Taekwondo","Taekwondo Men's Heavyweight"
2012,"Michelle Claire Edwards","South Africa","Badminton","Badminton Women's Doubles"
2012,"Steven ""Steve"" Edwards","New Zealand","Hockey","Hockey Men's Hockey"
2012,"Kristijan Efremov","Macedonia","Athletics","Athletics Men's 400 metres"
2012,"Susan Egelstaff (Hughes-)","Great Britain","Badminton","Badminton Women's Singles"
2012,"Anders Eggert Jensen","Denmark","Handball","Handball Men's Handball"
2012,"Richard Phillip ""Ric"" Egington","Great Britain","Rowing","Rowing Men's Coxed Eights"
2012,"Ogho-Ogene Omano Egwero","Nigeria","Athletics","Athletics Men's 100 metres"
2012,"Marcus Ehning","Germany","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Marcus Ehning","Germany","Equestrianism","Equestrianism Mixed Jumping, Team"
2012,"Casey Eichfeld","United States","Canoeing","Canoeing Men's Canadian Singles, Slalom"
2012,"Rabab Eid Sayed Awad","Egypt","Wrestling","Wrestling Women's Lightweight, Freestyle"
2012,"Marthe Enger Eide","Norway","Sailing","Sailing Women's One Person Dinghy"
2012,"Rashed Eisa Sayid Al-Falasi","United Arab Emirates","Football","Football Men's Football"
2012,"Bernhard Eisel","Austria","Cycling","Cycling Men's Road Race, Individual"
2012,"Augustine Silvia Ejangue Siliki","Cameroon","Football","Football Women's Football"
2012,"Nadia Mohamed Ejjafini","Italy","Athletics","Athletics Women's 5,000 metres"
2012,"Nadia Mohamed Ejjafini","Italy","Athletics","Athletics Women's 10,000 metres"
2012,"Paul Edingue Ekane","Cameroon","Swimming","Swimming Men's 50 metres Freestyle"
2012,"Lars Niclas Ekberg","Sweden","Handball","Handball Men's Handball"
